keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,kulup,oyuncu_ana_ad,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01
ufc kadın dövüşçüler,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,320,LOW,1,,0.19,0.51,evet,480,480,480,260,320,320,320,320,210,170,90,390,390,390,320,480,390,480,480,390,260,140,90,140,170,260,320,320,390,320,320
kadın ufc dövüşçüleri,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,170,LOW,0,,,,evet,260,170,210,170,170,140,170,90,140,170,90,210,170,170,90,170,140,50,90,110,210,90,70,90,70,90,110,140,140,90,90
en iyi mma dövüşçüleri,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,210,LOW,2,,,,evet,260,260,320,170,260,170,260,210,260,170,170,320,390,320,260,140,320,320,390,390,720,260,170,210,260,320,260,260,390,260,320
ufc champions,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,720,LOW,2,,0.27,1.01,evet,590,880,720,480,390,390,590,720,1300,1000,480,1600,1000,1600,590,590,1000,590,1000,720,1300,880,480,480,590,720,390,880,590,590,480
ufc rankings,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,8100,LOW,2,0.36,0.24,0.64,evet,6600,9900,6600,4400,5400,4400,5400,5400,14800,8100,3600,12100,14800,14800,6600,9900,9900,8100,9900,6600,9900,9900,3600,5400,5400,6600,3600,6600,4400,2900,3600
ufc sıklet sıralaması,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,1300,LOW,3,0.32,0.14,0.3,evet,1000,1600,1600,590,880,880,880,720,1600,590,880,4400,3600,2900,210,30,50,210,110,50,50,40,10,10,0,0,0,0,0,0,0
ufc weight classes,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,590,LOW,1,,,,evet,590,590,720,320,390,390,480,480,1000,590,320,1000,1000,1000,590,720,880,880,1000,880,1000,720,320,590,480,720,480,880,590,390,480
p4p ufc,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,2900,LOW,5,0.42,0.19,0.51,evet,1600,4400,1900,880,1300,1000,1300,2400,8100,2400,1000,5400,6600,4400,1300,1600,2900,1900,2900,1600,1900,1900,590,880,1300,1600,590,880,480,480,480
ufc p4p,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,2900,LOW,5,0.42,0.19,0.51,evet,1600,4400,1900,880,1300,1000,1300,2400,8100,2400,1000,5400,6600,4400,1300,1600,2900,1900,2900,1600,1900,1900,590,880,1300,1600,590,880,480,480,480
ağır siklet,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
welterweight,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,880,LOW,0,,,,evet,1000,1300,1300,480,590,590,590,480,1900,480,390,1600,1300,1300,880,880,1000,880,1000,1000,1900,880,390,880,720,1000,720,1000,880,590,720
hafif sıklet kaç kilo,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,320,LOW,0,,,,evet,260,390,320,170,170,140,260,320,390,260,210,590,590,590,170,260,590,480,590,590,390,320,210,390,2900,0,0,0,0,0,0
tüy sıklet,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,720,LOW,0,,,,evet,880,720,720,720,720,590,880,880,720,590,720,1000,1300,1000,720,1000,1000,880,1000,1000,1600,880,480,1300,5400,6600,720,880,720,720,590
bantamweight,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,480,LOW,1,,,,evet,590,590,480,320,480,390,590,720,590,590,320,590,880,880,480,590,590,590,1000,720,720,390,390,880,390,390,390,590,590,390,390
light heavyweight,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,210,LOW,0,,,,evet,260,320,260,210,140,140,170,170,170,170,140,260,390,210,140,210,390,390,390,320,480,480,170,170,170,320,260,390,320,170,170
ufc açılımı,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,720,LOW,0,,,,evet,880,880,720,480,590,590,720,720,880,590,590,1300,1300,1000,720,880,1300,1000,1000,1000,1900,880,320,480,480,720,720,1000,880,480,590
ufc nedir,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,Jenerik,,,1300,LOW,1,,,,evet,1300,1300,1300,880,1000,880,1300,1000,1300,1300,1000,1900,1600,1900,1000,1600,1900,1900,1900,1900,4400,1900,880,1000,1000,1600,1300,1900,2400,1300,1600
ufc 319,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Body,Fikstür,,,8100,LOW,4,,0.13,1.75,evet,480,260,480,210,480,390,590,720,1300,2400,3600,90500,27100,6600,3600,320,170,50,90,170,140,20,10,10,10,0,10,0,0,0,0
ufc 320,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Body,Fikstür,,,6600,LOW,4,,0.12,0.88,evet,720,590,590,320,720,480,880,1300,2900,40500,14800,18100,9900,1900,720,210,320,260,50,90,70,30,10,10,10,20,10,10,10,10,10
ufc 322,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Body,Fikstür,,,9900,LOW,3,,,,evet,720,590,880,590,1000,1000,2400,4400,90500,14800,3600,6600,1300,90,90,10,20,90,50,20,10,10,0,10,10,10,0,0,0,0,0
ufc 323,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Body,Fikstür,,,6600,LOW,3,,0.12,0.66,evet,1000,720,880,590,1900,1000,5400,40500,18100,6600,1600,720,210,20,10,10,70,50,10,10,10,0,0,0,0,10,0,0,0,0,0
ufc 325,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Body,Fikstür,,,4400,LOW,3,,0.16,0.97,evet,720,880,880,880,2900,9900,27100,5400,1300,170,30,20,20,10,50,20,10,10,10,10,10,0,10,10,0,10,0,0,0,0,0
ufc 326,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Body,Fikstür,,,6600,LOW,3,,0.05,0.34,evet,1000,1300,2400,3600,49500,12100,4400,4400,260,50,10,20,10,50,20,20,10,10,10,10,10,10,0,0,0,10,10,0,0,0,0
ufc 327,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Body,Fikstür,,,3600,LOW,2,,0.15,0.9,evet,1000,1600,3600,18100,9900,5400,2400,1000,50,20,10,10,20,110,20,10,10,10,10,10,10,10,10,0,0,0,0,10,0,0,0
ufc 328,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Body,Fikstür,,,6600,LOW,3,0.41,0.15,0.88,evet,2900,4400,60500,6600,5400,880,320,110,30,10,10,10,110,20,10,10,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0
ufc 329,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,1. Seviye,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Body,Fikstür,,,12100,LOW,7,0.31,0.07,0.46,evet,110000,14800,12100,1900,1300,170,140,50,50,170,110,320,110,20,20,10,10,10,10,10,10,10,0,0,0,10,10,0,0,10,10
